"trainer/global_step","Group: bpe-conversion - _step","Group: bpe-conversion - _step__MIN","Group: bpe-conversion - _step__MAX","Group: bpe-conversion - validation/loss_epoch","Group: bpe-conversion - validation/loss_epoch__MIN","Group: bpe-conversion - validation/loss_epoch__MAX","Group: bpe-2 - _step","Group: bpe-2 - _step__MIN","Group: bpe-2 - _step__MAX","Group: bpe-2 - validation/loss_epoch","Group: bpe-2 - validation/loss_epoch__MIN","Group: bpe-2 - validation/loss_epoch__MAX","Group: bpe-knockout-2 - _step","Group: bpe-knockout-2 - _step__MIN","Group: bpe-knockout-2 - _step__MAX","Group: bpe-knockout-2 - validation/loss_epoch","Group: bpe-knockout-2 - validation/loss_epoch__MIN","Group: bpe-knockout-2 - validation/loss_epoch__MAX"
"28781","","","","","","","171368","171368","171368","1.6003934144973755","1.6003934144973755","1.6003934144973755","490738","490738","490738","1.4980794191360474","1.4980794191360474","1.4980794191360474"
"28874","","","","","","","175263","175263","175263","1.5953961610794067","1.5953961610794067","1.5953961610794067","494633","494633","494633","1.4930251836776733","1.4930251836776733","1.4930251836776733"
"28968","","","","","","","179157","179157","179157","1.5912959575653076","1.5912959575653076","1.5912959575653076","498527","498527","498527","1.4930906295776367","1.4930906295776367","1.4930906295776367"
"29062","","","","","","","183052","183052","183052","1.595750331878662","1.595750331878662","1.595750331878662","502422","502422","502422","1.4896438121795654","1.4896438121795654","1.4896438121795654"
"29156","","","","","","","186947","186947","186947","1.5931035280227661","1.5931035280227661","1.5931035280227661","506317","506317","506317","1.488483190536499","1.488483190536499","1.488483190536499"
"29249","","","","","","","190842","190842","190842","1.5879628658294678","1.5879628658294678","1.5879628658294678","510212","510212","510212","1.4871705770492554","1.4871705770492554","1.4871705770492554"
"29343","","","","","","","194736","194736","194736","1.5951603651046753","1.5951603651046753","1.5951603651046753","514106","514106","514106","1.4904383420944214","1.4904383420944214","1.4904383420944214"
"29437","","","","","","","198631","198631","198631","1.592730164527893","1.592730164527893","1.592730164527893","518001","518001","518001","1.486701488494873","1.486701488494873","1.486701488494873"
"29531","","","","","","","202526","202526","202526","1.5908145904541016","1.5908145904541016","1.5908145904541016","521896","521896","521896","1.4821817874908447","1.4821817874908447","1.4821817874908447"
"29624","","","","","","","206421","206421","206421","1.5869842767715454","1.5869842767715454","1.5869842767715454","525791","525791","525791","1.487335443496704","1.487335443496704","1.487335443496704"
"29718","","","","","","","210315","210315","210315","1.5849523544311523","1.5849523544311523","1.5849523544311523","529685","529685","529685","1.4810048341751099","1.4810048341751099","1.4810048341751099"
"29812","","","","","","","214210","214210","214210","1.584145426750183","1.584145426750183","1.584145426750183","533580","533580","533580","1.4833523035049438","1.4833523035049438","1.4833523035049438"
"29906","","","","","","","218105","218105","218105","1.5854860544204712","1.5854860544204712","1.5854860544204712","537475","537475","537475","1.4765517711639404","1.4765517711639404","1.4765517711639404"
"29999","","","","","","","222000","222000","222000","1.587471604347229","1.587471604347229","1.587471604347229","541370","541370","541370","1.4793556928634644","1.4793556928634644","1.4793556928634644"
"30093","","","","","","","225894","225894","225894","1.5874282121658325","1.5874282121658325","1.5874282121658325","545264","545264","545264","1.4732155799865723","1.4732155799865723","1.4732155799865723"
"30187","","","","","","","229789","229789","229789","1.5823324918746948","1.5823324918746948","1.5823324918746948","549159","549159","549159","1.4776474237442017","1.4776474237442017","1.4776474237442017"
"30281","3894","3894","3894","1.6465355157852173","1.6465355157852173","1.6465355157852173","233684","233684","233684","1.5864579677581787","1.5864579677581787","1.5864579677581787","553054","553054","553054","1.4732390642166138","1.4732390642166138","1.4732390642166138"
"30374","7789","7789","7789","1.6059156656265259","1.6059156656265259","1.6059156656265259","237579","237579","237579","1.583840012550354","1.583840012550354","1.583840012550354","556949","556949","556949","1.478977084159851","1.478977084159851","1.478977084159851"
"30468","11683","11683","11683","1.5772793292999268","1.5772793292999268","1.5772793292999268","241473","241473","241473","1.5792286396026611","1.5792286396026611","1.5792286396026611","560843","560843","560843","1.4717297554016113","1.4717297554016113","1.4717297554016113"
"30562","15578","15578","15578","1.5729172229766846","1.5729172229766846","1.5729172229766846","245368","245368","245368","1.578018307685852","1.578018307685852","1.578018307685852","564738","564738","564738","1.4740742444992065","1.4740742444992065","1.4740742444992065"
"30656","19473","19473","19473","1.559687614440918","1.559687614440918","1.559687614440918","249263","249263","249263","1.5794554948806763","1.5794554948806763","1.5794554948806763","568633","568633","568633","1.4781599044799805","1.4781599044799805","1.4781599044799805"
"30749","23368","23368","23368","1.5437244176864624","1.5437244176864624","1.5437244176864624","253158","253158","253158","1.583901286125183","1.583901286125183","1.583901286125183","572528","572528","572528","1.4716756343841553","1.4716756343841553","1.4716756343841553"
"30843","27262","27262","27262","1.5348118543624878","1.5348118543624878","1.5348118543624878","257052","257052","257052","1.5770350694656372","1.5770350694656372","1.5770350694656372","576422","576422","576422","1.4633402824401855","1.4633402824401855","1.4633402824401855"
"30937","31157","31157","31157","1.5320978164672852","1.5320978164672852","1.5320978164672852","260947","260947","260947","1.5786986351013184","1.5786986351013184","1.5786986351013184","580317","580317","580317","1.4731420278549194","1.4731420278549194","1.4731420278549194"
"31031","35052","35052","35052","1.5333489179611206","1.5333489179611206","1.5333489179611206","264842","264842","264842","1.5780073404312134","1.5780073404312134","1.5780073404312134","584212","584212","584212","1.4696683883666992","1.4696683883666992","1.4696683883666992"
"31124","38947","38947","38947","1.5237758159637451","1.5237758159637451","1.5237758159637451","268737","268737","268737","1.5705124139785767","1.5705124139785767","1.5705124139785767","588107","588107","588107","1.465271234512329","1.465271234512329","1.465271234512329"
"31218","42841","42841","42841","1.521089792251587","1.521089792251587","1.521089792251587","272631","272631","272631","1.5761938095092773","1.5761938095092773","1.5761938095092773","592001","592001","592001","1.471683144569397","1.471683144569397","1.471683144569397"
"31312","46736","46736","46736","1.517522931098938","1.517522931098938","1.517522931098938","276526","276526","276526","1.5694071054458618","1.5694071054458618","1.5694071054458618","595896","595896","595896","1.462593913078308","1.462593913078308","1.462593913078308"
"31406","50631","50631","50631","1.5069652795791626","1.5069652795791626","1.5069652795791626","280421","280421","280421","1.5755019187927246","1.5755019187927246","1.5755019187927246","599791","599791","599791","1.4656645059585571","1.4656645059585571","1.4656645059585571"
"31499","54526","54526","54526","1.5151848793029785","1.5151848793029785","1.5151848793029785","284316","284316","284316","1.5723415613174438","1.5723415613174438","1.5723415613174438","603686","603686","603686","1.4670222997665405","1.4670222997665405","1.4670222997665405"
"31593","58420","58420","58420","1.5067520141601562","1.5067520141601562","1.5067520141601562","288210","288210","288210","1.5698846578598022","1.5698846578598022","1.5698846578598022","607580","607580","607580","1.4636226892471313","1.4636226892471313","1.4636226892471313"
"31687","62315","62315","62315","1.500098705291748","1.500098705291748","1.500098705291748","292105","292105","292105","1.5749900341033936","1.5749900341033936","1.5749900341033936","611475","611475","611475","1.4642970561981201","1.4642970561981201","1.4642970561981201"
"31781","66210","66210","66210","1.5023109912872314","1.5023109912872314","1.5023109912872314","296000","296000","296000","1.5644240379333496","1.5644240379333496","1.5644240379333496","615370","615370","615370","1.4616364240646362","1.4616364240646362","1.4616364240646362"
"31874","70105","70105","70105","1.4959328174591064","1.4959328174591064","1.4959328174591064","299895","299895","299895","1.566210150718689","1.566210150718689","1.566210150718689","619265","619265","619265","1.4666489362716675","1.4666489362716675","1.4666489362716675"
"31968","73999","73999","73999","1.489260196685791","1.489260196685791","1.489260196685791","303789","303789","303789","1.5659112930297852","1.5659112930297852","1.5659112930297852","623159","623159","623159","1.4652132987976074","1.4652132987976074","1.4652132987976074"
"32062","77894","77894","77894","1.493635654449463","1.493635654449463","1.493635654449463","307684","307684","307684","1.565032958984375","1.565032958984375","1.565032958984375","627054","627054","627054","1.4585410356521606","1.4585410356521606","1.4585410356521606"
"32156","81789","81789","81789","1.4911741018295288","1.4911741018295288","1.4911741018295288","311579","311579","311579","1.5672870874404907","1.5672870874404907","1.5672870874404907","630949","630949","630949","1.4587470293045044","1.4587470293045044","1.4587470293045044"
"32249","85684","85684","85684","1.4865093231201172","1.4865093231201172","1.4865093231201172","315474","315474","315474","1.5565733909606934","1.5565733909606934","1.5565733909606934","634844","634844","634844","1.4605367183685303","1.4605367183685303","1.4605367183685303"
"32343","89578","89578","89578","1.4882034063339233","1.4882034063339233","1.4882034063339233","319368","319368","319368","1.561045527458191","1.561045527458191","1.561045527458191","638738","638738","638738","1.4590113162994385","1.4590113162994385","1.4590113162994385"
"32437","93473","93473","93473","1.4848510026931763","1.4848510026931763","1.4848510026931763","323263","323263","323263","1.560149073600769","1.560149073600769","1.560149073600769","642633","642633","642633","1.4638965129852295","1.4638965129852295","1.4638965129852295"
"32531","97368","97368","97368","1.4822345972061157","1.4822345972061157","1.4822345972061157","327158","327158","327158","1.5586925745010376","1.5586925745010376","1.5586925745010376","646528","646528","646528","1.4587920904159546","1.4587920904159546","1.4587920904159546"
"32624","101263","101263","101263","1.478218674659729","1.478218674659729","1.478218674659729","331053","331053","331053","1.5638176202774048","1.5638176202774048","1.5638176202774048","650423","650423","650423","1.4555073976516724","1.4555073976516724","1.4555073976516724"
"32718","105157","105157","105157","1.478032112121582","1.478032112121582","1.478032112121582","334947","334947","334947","1.5537805557250977","1.5537805557250977","1.5537805557250977","654317","654317","654317","1.45268714427948","1.45268714427948","1.45268714427948"
"32812","109052","109052","109052","1.4767441749572754","1.4767441749572754","1.4767441749572754","338842","338842","338842","1.5544651746749878","1.5544651746749878","1.5544651746749878","658212","658212","658212","1.4501875638961792","1.4501875638961792","1.4501875638961792"
"32906","112947","112947","112947","1.4773846864700317","1.4773846864700317","1.4773846864700317","342737","342737","342737","1.5530056953430176","1.5530056953430176","1.5530056953430176","662107","662107","662107","1.4513285160064697","1.4513285160064697","1.4513285160064697"
"32999","116842","116842","116842","1.4736334085464478","1.4736334085464478","1.4736334085464478","3894","3894","3894","1.5577820539474487","1.5577820539474487","1.5577820539474487","666002","666002","666002","1.4524669647216797","1.4524669647216797","1.4524669647216797"
"33093","120736","120736","120736","1.4722758531570435","1.4722758531570435","1.4722758531570435","7788","7788","7788","1.5545289516448975","1.5545289516448975","1.5545289516448975","669896","669896","669896","1.4553316831588745","1.4553316831588745","1.4553316831588745"
"33187","124631","124631","124631","1.4784443378448486","1.4784443378448486","1.4784443378448486","11683","11683","11683","1.552802324295044","1.552802324295044","1.552802324295044","673791","673791","673791","1.4512277841567993","1.4512277841567993","1.4512277841567993"
"33281","128526","128526","128526","1.4656559228897095","1.4656559228897095","1.4656559228897095","15578","15578","15578","1.5568701028823853","1.5568701028823853","1.5568701028823853","677686","677686","677686","1.448023796081543","1.448023796081543","1.448023796081543"
"33374","132421","132421","132421","1.46525239944458","1.46525239944458","1.46525239944458","19473","19473","19473","1.5545902252197266","1.5545902252197266","1.5545902252197266","681581","681581","681581","1.453114628791809","1.453114628791809","1.453114628791809"
"33468","136315","136315","136315","1.4608898162841797","1.4608898162841797","1.4608898162841797","23367","23367","23367","1.5487805604934692","1.5487805604934692","1.5487805604934692","685475","685475","685475","1.454426646232605","1.454426646232605","1.454426646232605"
"33562","140210","140210","140210","1.4677176475524902","1.4677176475524902","1.4677176475524902","27262","27262","27262","1.546668291091919","1.546668291091919","1.546668291091919","689370","689370","689370","1.4491759538650513","1.4491759538650513","1.4491759538650513"
"33656","144105","144105","144105","1.4690204858779907","1.4690204858779907","1.4690204858779907","31157","31157","31157","1.5540376901626587","1.5540376901626587","1.5540376901626587","693265","693265","693265","1.444687008857727","1.444687008857727","1.444687008857727"
"33749","148000","148000","148000","1.4583340883255005","1.4583340883255005","1.4583340883255005","35052","35052","35052","1.555903434753418","1.555903434753418","1.555903434753418","697160","697160","697160","1.4535597562789917","1.4535597562789917","1.4535597562789917"
"33843","151894","151894","151894","1.4624298810958862","1.4624298810958862","1.4624298810958862","38946","38946","38946","1.550047755241394","1.550047755241394","1.550047755241394","701054","701054","701054","1.4463679790496826","1.4463679790496826","1.4463679790496826"
"33937","155789","155789","155789","1.460193157196045","1.460193157196045","1.460193157196045","42841","42841","42841","1.556856393814087","1.556856393814087","1.556856393814087","704949","704949","704949","1.4430259466171265","1.4430259466171265","1.4430259466171265"
"34031","159684","159684","159684","1.4608588218688965","1.4608588218688965","1.4608588218688965","46736","46736","46736","1.5525476932525635","1.5525476932525635","1.5525476932525635","","","","","",""
"34124","163579","163579","163579","1.4480853080749512","1.4480853080749512","1.4480853080749512","50631","50631","50631","1.5473319292068481","1.5473319292068481","1.5473319292068481","","","","","",""
"34218","167473","167473","167473","1.44965660572052","1.44965660572052","1.44965660572052","54525","54525","54525","1.5545071363449097","1.5545071363449097","1.5545071363449097","","","","","",""
"34312","171368","171368","171368","1.4597705602645874","1.4597705602645874","1.4597705602645874","58420","58420","58420","1.550400733947754","1.550400733947754","1.550400733947754","","","","","",""
"34406","175263","175263","175263","1.4499390125274658","1.4499390125274658","1.4499390125274658","62315","62315","62315","1.5540776252746582","1.5540776252746582","1.5540776252746582","","","","","",""
"34499","179158","179158","179158","1.4419080018997192","1.4419080018997192","1.4419080018997192","66210","66210","66210","1.5482990741729736","1.5482990741729736","1.5482990741729736","","","","","",""
"34593","183052","183052","183052","1.4506968259811401","1.4506968259811401","1.4506968259811401","70104","70104","70104","1.5502897500991821","1.5502897500991821","1.5502897500991821","","","","","",""
"34687","186947","186947","186947","1.446347951889038","1.446347951889038","1.446347951889038","73999","73999","73999","1.5453779697418213","1.5453779697418213","1.5453779697418213","","","","","",""
"34781","190842","190842","190842","1.4506760835647583","1.4506760835647583","1.4506760835647583","77894","77894","77894","1.5480448007583618","1.5480448007583618","1.5480448007583618","","","","","",""
"34874","194737","194737","194737","1.449674367904663","1.449674367904663","1.449674367904663","81789","81789","81789","1.5490679740905762","1.5490679740905762","1.5490679740905762","","","","","",""
"34968","198631","198631","198631","1.4449154138565063","1.4449154138565063","1.4449154138565063","85683","85683","85683","1.5515049695968628","1.5515049695968628","1.5515049695968628","","","","","",""
"35062","202526","202526","202526","1.445443868637085","1.445443868637085","1.445443868637085","89578","89578","89578","1.5471094846725464","1.5471094846725464","1.5471094846725464","","","","","",""
"35156","206421","206421","206421","1.4428277015686035","1.4428277015686035","1.4428277015686035","93473","93473","93473","1.5414440631866455","1.5414440631866455","1.5414440631866455","","","","","",""
"35249","210316","210316","210316","1.4383931159973145","1.4383931159973145","1.4383931159973145","97368","97368","97368","1.54425048828125","1.54425048828125","1.54425048828125","","","","","",""
"35343","214210","214210","214210","1.438623070716858","1.438623070716858","1.438623070716858","101262","101262","101262","1.5437793731689453","1.5437793731689453","1.5437793731689453","","","","","",""
"35437","218105","218105","218105","1.4329181909561157","1.4329181909561157","1.4329181909561157","105157","105157","105157","1.5469766855239868","1.5469766855239868","1.5469766855239868","","","","","",""
"35531","222000","222000","222000","1.4359424114227295","1.4359424114227295","1.4359424114227295","109052","109052","109052","1.5499156713485718","1.5499156713485718","1.5499156713485718","","","","","",""
"35624","225895","225895","225895","1.4345285892486572","1.4345285892486572","1.4345285892486572","112947","112947","112947","1.5378851890563965","1.5378851890563965","1.5378851890563965","","","","","",""
"35718","229789","229789","229789","1.4382286071777344","1.4382286071777344","1.4382286071777344","116841","116841","116841","1.5408576726913452","1.5408576726913452","1.5408576726913452","","","","","",""
"35812","233684","233684","233684","1.43192720413208","1.43192720413208","1.43192720413208","120736","120736","120736","1.5462645292282104","1.5462645292282104","1.5462645292282104","","","","","",""
"35906","237579","237579","237579","1.4297384023666382","1.4297384023666382","1.4297384023666382","124631","124631","124631","1.5431900024414062","1.5431900024414062","1.5431900024414062","","","","","",""
"35999","241474","241474","241474","1.427889108657837","1.427889108657837","1.427889108657837","128526","128526","128526","1.540548324584961","1.540548324584961","1.540548324584961","","","","","",""
"36093","245368","245368","245368","1.4332702159881592","1.4332702159881592","1.4332702159881592","132420","132420","132420","1.5389662981033325","1.5389662981033325","1.5389662981033325","","","","","",""
"36187","249263","249263","249263","1.429777979850769","1.429777979850769","1.429777979850769","136315","136315","136315","1.5346022844314575","1.5346022844314575","1.5346022844314575","","","","","",""
"36281","253158","253158","253158","1.4328103065490723","1.4328103065490723","1.4328103065490723","140210","140210","140210","1.541765570640564","1.541765570640564","1.541765570640564","","","","","",""
"36374","257053","257053","257053","1.4283796548843384","1.4283796548843384","1.4283796548843384","144105","144105","144105","1.531025767326355","1.531025767326355","1.531025767326355","","","","","",""
"36468","260947","260947","260947","1.4288324117660522","1.4288324117660522","1.4288324117660522","147999","147999","147999","1.5356742143630981","1.5356742143630981","1.5356742143630981","","","","","",""
"36562","264842","264842","264842","1.4280496835708618","1.4280496835708618","1.4280496835708618","151894","151894","151894","1.5388673543930054","1.5388673543930054","1.5388673543930054","","","","","",""
"36656","268737","268737","268737","1.4244635105133057","1.4244635105133057","1.4244635105133057","155789","155789","155789","1.5389230251312256","1.5389230251312256","1.5389230251312256","","","","","",""
"36749","272632","272632","272632","1.4216878414154053","1.4216878414154053","1.4216878414154053","159684","159684","159684","1.5358290672302246","1.5358290672302246","1.5358290672302246","","","","","",""
"36843","276526","276526","276526","1.420011043548584","1.420011043548584","1.420011043548584","163578","163578","163578","1.5410670042037964","1.5410670042037964","1.5410670042037964","","","","","",""
"36937","280421","280421","280421","1.4245089292526245","1.4245089292526245","1.4245089292526245","167473","167473","167473","1.5353847742080688","1.5353847742080688","1.5353847742080688","","","","","",""
"37031","284316","284316","284316","1.4217859506607056","1.4217859506607056","1.4217859506607056","171368","171368","171368","1.5379079580307007","1.5379079580307007","1.5379079580307007","","","","","",""
"37124","288211","288211","288211","1.418688416481018","1.418688416481018","1.418688416481018","175263","175263","175263","1.5305110216140747","1.5305110216140747","1.5305110216140747","","","","","",""
"37218","292105","292105","292105","1.4205973148345947","1.4205973148345947","1.4205973148345947","179157","179157","179157","1.528726577758789","1.528726577758789","1.528726577758789","","","","","",""
"37312","296000","296000","296000","1.421144723892212","1.421144723892212","1.421144723892212","183052","183052","183052","1.5337637662887573","1.5337637662887573","1.5337637662887573","","","","","",""
"37406","299895","299895","299895","1.412629246711731","1.412629246711731","1.412629246711731","186947","186947","186947","1.5333852767944336","1.5333852767944336","1.5333852767944336","","","","","",""
"37499","303790","303790","303790","1.4152653217315674","1.4152653217315674","1.4152653217315674","190842","190842","190842","1.5271400213241577","1.5271400213241577","1.5271400213241577","","","","","",""
"37593","307684","307684","307684","1.4120091199874878","1.4120091199874878","1.4120091199874878","194736","194736","194736","1.5353869199752808","1.5353869199752808","1.5353869199752808","","","","","",""
"37687","311579","311579","311579","1.4146711826324463","1.4146711826324463","1.4146711826324463","198631","198631","198631","1.5312424898147583","1.5312424898147583","1.5312424898147583","","","","","",""
"37781","315474","315474","315474","1.4055993556976318","1.4055993556976318","1.4055993556976318","202526","202526","202526","1.5302143096923828","1.5302143096923828","1.5302143096923828","","","","","",""
"37874","319369","319369","319369","1.4105266332626343","1.4105266332626343","1.4105266332626343","206421","206421","206421","1.5272687673568726","1.5272687673568726","1.5272687673568726","","","","","",""
"37968","323263","323263","323263","1.4063364267349243","1.4063364267349243","1.4063364267349243","210315","210315","210315","1.5261452198028564","1.5261452198028564","1.5261452198028564","","","","","",""
"38062","327158","327158","327158","1.4065203666687012","1.4065203666687012","1.4065203666687012","214210","214210","214210","1.5274434089660645","1.5274434089660645","1.5274434089660645","","","","","",""
"38156","331053","331053","331053","1.409574270248413","1.409574270248413","1.409574270248413","218105","218105","218105","1.52649986743927","1.52649986743927","1.52649986743927","","","","","",""
"38249","334948","334948","334948","1.4052361249923706","1.4052361249923706","1.4052361249923706","222000","222000","222000","1.5299345254898071","1.5299345254898071","1.5299345254898071","","","","","",""
"38343","338842","338842","338842","1.4078881740570068","1.4078881740570068","1.4078881740570068","225894","225894","225894","1.5301165580749512","1.5301165580749512","1.5301165580749512","","","","","",""
"38437","342737","342737","342737","1.406974196434021","1.406974196434021","1.406974196434021","229789","229789","229789","1.5249179601669312","1.5249179601669312","1.5249179601669312","","","","","",""
"38531","346632","346632","346632","1.4122123718261719","1.4122123718261719","1.4122123718261719","233684","233684","233684","1.53006911277771","1.53006911277771","1.53006911277771","","","","","",""
"38624","350527","350527","350527","1.4029819965362549","1.4029819965362549","1.4029819965362549","237579","237579","237579","1.5268031358718872","1.5268031358718872","1.5268031358718872","","","","","",""
"38718","3893","3893","3893","1.406183123588562","1.406183123588562","1.406183123588562","241473","241473","241473","1.523439884185791","1.523439884185791","1.523439884185791","","","","","",""
"38812","7788","7788","7788","1.4040147066116333","1.4040147066116333","1.4040147066116333","245368","245368","245368","1.5232752561569214","1.5232752561569214","1.5232752561569214","","","","","",""
"38906","11683","11683","11683","1.3963003158569336","1.3963003158569336","1.3963003158569336","249263","249263","249263","1.521946907043457","1.521946907043457","1.521946907043457","","","","","",""
"38999","15578","15578","15578","1.407007098197937","1.407007098197937","1.407007098197937","253158","253158","253158","1.5299335718154907","1.5299335718154907","1.5299335718154907","","","","","",""
"39093","19472","19472","19472","1.4047235250473022","1.4047235250473022","1.4047235250473022","257052","257052","257052","1.5218656063079834","1.5218656063079834","1.5218656063079834","","","","","",""
"39187","23367","23367","23367","1.3974844217300415","1.3974844217300415","1.3974844217300415","260947","260947","260947","1.524472713470459","1.524472713470459","1.524472713470459","","","","","",""
"39281","27262","27262","27262","1.3945071697235107","1.3945071697235107","1.3945071697235107","264842","264842","264842","1.5234628915786743","1.5234628915786743","1.5234628915786743","","","","","",""
"39374","31157","31157","31157","1.3986493349075317","1.3986493349075317","1.3986493349075317","","","","","","","","","","","",""
"39468","35051","35051","35051","1.4032095670700073","1.4032095670700073","1.4032095670700073","","","","","","","","","","","",""
"39562","38946","38946","38946","1.399143934249878","1.399143934249878","1.399143934249878","","","","","","","","","","","",""
"39656","42841","42841","42841","1.398850440979004","1.398850440979004","1.398850440979004","","","","","","","","","","","",""
"39749","46736","46736","46736","1.4005450010299683","1.4005450010299683","1.4005450010299683","","","","","","","","","","","",""
"39843","50630","50630","50630","1.392488956451416","1.392488956451416","1.392488956451416","","","","","","","","","","","",""
"39937","54525","54525","54525","1.4016932249069214","1.4016932249069214","1.4016932249069214","","","","","","","","","","","",""
"40031","58420","58420","58420","1.396210789680481","1.396210789680481","1.396210789680481","","","","","","","","","","","",""
"40124","62315","62315","62315","1.3904796838760376","1.3904796838760376","1.3904796838760376","","","","","","","","","","","",""
"40218","66209","66209","66209","1.3971116542816162","1.3971116542816162","1.3971116542816162","","","","","","","","","","","",""
"40312","70104","70104","70104","1.3914248943328857","1.3914248943328857","1.3914248943328857","","","","","","","","","","","",""
"40406","73999","73999","73999","1.388062834739685","1.388062834739685","1.388062834739685","","","","","","","","","","","",""
"40499","77894","77894","77894","1.3931291103363037","1.3931291103363037","1.3931291103363037","","","","","","","","","","","",""
"40593","81788","81788","81788","1.393707036972046","1.393707036972046","1.393707036972046","","","","","","","","","","","",""
"40687","85683","85683","85683","1.3920284509658813","1.3920284509658813","1.3920284509658813","","","","","","","","","","","",""
"40781","89578","89578","89578","1.392349123954773","1.392349123954773","1.392349123954773","","","","","","","","","","","",""
"40874","93473","93473","93473","1.3930878639221191","1.3930878639221191","1.3930878639221191","","","","","","","","","","","",""
"40968","97367","97367","97367","1.392431616783142","1.392431616783142","1.392431616783142","","","","","","","","","","","",""
"41062","101262","101262","101262","1.390084981918335","1.390084981918335","1.390084981918335","","","","","","","","","","","",""
"41156","105157","105157","105157","1.3896222114562988","1.3896222114562988","1.3896222114562988","","","","","","","","","","","",""
"41249","109052","109052","109052","1.3883517980575562","1.3883517980575562","1.3883517980575562","","","","","","","","","","","",""
"41343","112946","112946","112946","1.3904765844345093","1.3904765844345093","1.3904765844345093","","","","","","","","","","","",""
"41437","116841","116841","116841","1.3906792402267456","1.3906792402267456","1.3906792402267456","","","","","","","","","","","",""
"41531","120736","120736","120736","1.3881685733795166","1.3881685733795166","1.3881685733795166","","","","","","","","","","","",""
"41624","124631","124631","124631","1.3940047025680542","1.3940047025680542","1.3940047025680542","","","","","","","","","","","",""
"41718","128525","128525","128525","1.3835492134094238","1.3835492134094238","1.3835492134094238","","","","","","","","","","","",""
"41812","132420","132420","132420","1.3852813243865967","1.3852813243865967","1.3852813243865967","","","","","","","","","","","",""
"41906","136315","136315","136315","1.3804658651351929","1.3804658651351929","1.3804658651351929","","","","","","","","","","","",""
"41999","140210","140210","140210","1.3898481130599976","1.3898481130599976","1.3898481130599976","","","","","","","","","","","",""
"42093","144104","144104","144104","1.3906456232070923","1.3906456232070923","1.3906456232070923","","","","","","","","","","","",""
"42187","147999","147999","147999","1.3826930522918701","1.3826930522918701","1.3826930522918701","","","","","","","","","","","",""
"42281","151894","151894","151894","1.3862929344177246","1.3862929344177246","1.3862929344177246","","","","","","","","","","","",""
"42374","155789","155789","155789","1.3868091106414795","1.3868091106414795","1.3868091106414795","","","","","","","","","","","",""
"42468","159683","159683","159683","1.3887470960617065","1.3887470960617065","1.3887470960617065","","","","","","","","","","","",""
"42562","163578","163578","163578","1.376417636871338","1.376417636871338","1.376417636871338","","","","","","","","","","","",""
"42656","167473","167473","167473","1.3781099319458008","1.3781099319458008","1.3781099319458008","","","","","","","","","","","",""
"42749","171368","171368","171368","1.3884984254837036","1.3884984254837036","1.3884984254837036","","","","","","","","","","","",""
"42843","175262","175262","175262","1.3798093795776367","1.3798093795776367","1.3798093795776367","","","","","","","","","","","",""
"42937","179157","179157","179157","1.3723182678222656","1.3723182678222656","1.3723182678222656","","","","","","","","","","","",""
"43031","183052","183052","183052","1.3819611072540283","1.3819611072540283","1.3819611072540283","","","","","","","","","","","",""
"43124","186947","186947","186947","1.3784942626953125","1.3784942626953125","1.3784942626953125","","","","","","","","","","","",""
"43218","190841","190841","190841","1.3835467100143433","1.3835467100143433","1.3835467100143433","","","","","","","","","","","",""
"43312","194736","194736","194736","1.3849278688430786","1.3849278688430786","1.3849278688430786","","","","","","","","","","","",""
"43406","198631","198631","198631","1.3788836002349854","1.3788836002349854","1.3788836002349854","","","","","","","","","","","",""